gps:true;id=latitude,type=0;id=longitude,type=0;id=speed,type=1;id=time,type=0;id=altitude,type=0;id=accuracy,type=0
cmdDesc:010D=Vehicle speed (Speed);UnitType=MPH;Unit=1
1558061918559;010D;53.0
1558061919022;010D;54.0
1558061919175;gps;43.533036666666675:-96.71125833333332:14.828425:1558061920000:443.6:1.6:15.26872
1558061919300;010D;54.0
1558061919684;010D;54.0
1558061920066;010D;53.0
1558061920258;gps;43.53317333333333:-96.71126000000001:15.197234:1558061921000:444.1:1.6:15.212615
1558061920406;010D;53.0
1558061920591;010D;53.0
1558061920911;010D;53.0
1558061921056;gps;43.533306666666675:-96.71126166666666:14.826599:1558061922000:444.4:1.6:14.910988
1558061921292;010D;53.0
1558061921508;010D;53.0
1558061921704;010D;52.0
1558061922050;010D;52.0
1558061922194;gps;43.533440000000006:-96.711265:14.828425:1558061923000:445.1:1.6:14.89915
1558061922312;010D;53.0
1558061922596;010D;53.0
1558061923157;gps;43.53357333333334:-96.711265:14.825991:1558061924000:445.2:1.6:14.785396
1558061923162;010D;53.0
1558061923458;010D;53.0
1558061923716;010D;53.0
1558061924046;010D;53.0
1558061924156;gps;43.53370333333334:-96.71126666666666:14.455965:1558061925000:445.1:1.6:14.8059845
1558061924260;010D;53.0
1558061924536;010D;53.0
1558061924805;010D;53.0
1558061925019;010D;53.0
1558061925137;gps;43.533836666666666:-96.71126666666666:14.825991:1558061926000:444.7:1.6:14.739071
1558061925462;010D;53.0
1558061925637;010D;53.0
1558061925986;010D;53.0
1558061926139;gps;43.533971666666666:-96.71126833333334:15.011916:1558061927000:445.0:1.6:14.717452
1558061926395;010D;53.0
1558061926720;010D;53.0
1558061926945;010D;53.0
1558061927077;gps;43.534106666666666:-96.71126833333334:15.011315:1558061928000:445.0:1.6:14.993858
1558061927227;010D;53.0
1558061927478;010D;53.0
1558061927801;010D;53.0
1558061928121;gps;43.53424166666667:-96.71127:15.011916:1558061929000:444.5:1.6:14.849221
1558061928124;010D;54.0
1558061928369;010D;54.0
1558061928686;010D;54.0
1558061929046;010D;54.0
1558061929237;gps;43.53437666666667:-96.71127:15.011315:1558061930000:443.8:1.7:14.88937
1558061929397;010D;54.0
1558061929727;010D;53.0
1558061930049;010D;53.0
1558061930250;gps;43.53450833333333:-96.71127166666665:14.641282:1558061931000:443.0:1.7:14.773558
1558061930389;010D;52.0
1558061930676;010D;52.0
1558061930955;010D;51.0
1558061931056;gps;43.53464166666666:-96.71127333333334:14.826599:1558061932000:442.8:1.7:14.40759
1558061931199;010D;50.0
1558061931544;010D;50.0
1558061931827;010D;49.0
1558061932059;010D;49.0
1558061932202;gps;43.53476666666667:-96.71127333333334:13.899365:1558061933000:441.5:1.7:14.5548
1558061932348;010D;48.0
1558061932649;010D;48.0
1558061932969;010D;47.0
1558061933184;gps;43.53488666666667:-96.71127333333334:13.343391:1558061934000:440.4:1.7:13.175859
1558061933202;010D;47.0
1558061933588;010D;46.0
1558061933828;010D;46.0
1558061934127;gps;43.53501500000001:-96.71126000000001:14.310436:1558061935000:442.8:1.7:12.832025
1558061934149;010D;45.0
1558061934619;010D;45.0
1558061934904;010D;45.0
1558061935058;gps;43.53513666666666:-96.71124999999999:13.552711:1558061936000:443.6:1.6:12.631284
1558061935216;010D;45.0
1558061935659;010D;46.0
1558061935896;010D;45.0
1558061936097;gps;43.53525:-96.71124833333333:12.602808:1558061937000:443.1:1.6:12.536574
1558061936102;010D;45.0
1558061936308;010D;45.0
1558061936544;010D;45.0
1558061936799;010D;45.0
1558061937036;gps;43.53536333333333:-96.71124833333333:12.602092:1558061938000:443.0:1.6:12.334289
1558061937039;010D;44.0
1558061937301;010D;44.0
1558061937499;010D;44.0
1558061937718;010D;44.0
1558061938087;gps;43.53547333333333:-96.71125166666667:12.234393:1558061939000:442.1:1.6:12.365172
1558061938102;010D;44.0
1558061938332;010D;43.0
1558061938614;010D;43.0
1558061938843;010D;43.0
1558061939159;gps;43.535583333333335:-96.71125333333333:12.23218:1558061940000:441.4:1.5:12.332745
1558061939171;010D;43.0
1558061939424;010D;43.0
1558061939770;010D;43.0
1558061940062;010D;43.0
1558061940172;gps;43.535691666666665:-96.71125666666667:12.049113:1558061941000:441.0:1.5:12.16649
1558061940307;010D;44.0
1558061940732;010D;44.0
1558061940974;010D;45.0
1558061941142;gps;43.5358:-96.71125833333332:12.046866:1558061942000:440.9:1.5:12.305464
1558061941329;010D;45.0
1558061941616;010D;45.0
1558061941964;010D;46.0
1558061942079;gps;43.535909999999994:-96.71126166666666:12.234393:1558061943000:440.8:1.5:12.68327
1558061942255;010D;47.0
1558061942530;010D;47.0
1558061942943;010D;48.0
1558061943068;gps;43.53602333333333:-96.711265:12.604956:1558061944000:440.1:1.5:13.27726
1558061943285;010D;48.0
1558061943642;010D;49.0
1558061944026;010D;49.0
1558061944164;gps;43.536139999999996:-96.71126666666666:12.973437:1558061945000:439.0:1.5:13.719406
1558061944298;010D;49.0
1558061944550;010D;49.0
1558061944916;010D;50.0
1558061945149;gps;43.53625999999999:-96.71126833333334:13.344068:1558061946000:438.6:1.5:13.870734
1558061945160;010D;50.0
1558061945406;010D;50.0
1558061945745;010D;50.0
1558061946068;gps;43.53638333333333:-96.71127:13.714699:1558061947000:438.2:1.5:14.007135
1558061946075;010D;50.0
1558061946456;010D;50.0
1558061946775;010D;49.0
1558061947157;gps;43.536506666666675:-96.71127:13.714041:1558061948000:438.1:1.5:13.896471
1558061947160;010D;49.0
1558061947462;010D;49.0
1558061947954;010D;48.0
1558061948119;gps;43.536628333333326:-96.71127:13.528716:1558061949000:438.4:1.5:13.399249
1558061948264;010D;48.0
1558061948543;010D;48.0
1558061948958;010D;47.0
1558061949061;gps;43.53674666666667:-96.71126833333334:13.158752:1558061950000:438.5:1.6:13.065709
1558061949152;010D;47.0
1558061949458;010D;47.0
1558061949798;010D;46.0
1558061950315;gps;43.53686166666667:-96.711265:12.790239:1558061951000:438.5:1.6:12.732683
1558061950317;010D;46.0
1558061950537;010D;46.0
1558061950827;010D;46.0
1558061951047;010D;46.0
1558061951187;gps;43.536975:-96.71126333333335:12.602808:1558061952000:438.6:1.6:12.865996
1558061951314;010D;46.0
1558061951522;010D;46.0
1558061951718;010D;46.0
1558061951918;010D;46.0
1558061952110;gps;43.537090000000006:-96.711265:12.788122:1558061953000:438.6:1.6:12.827393
1558061952115;010D;46.0
1558061952308;010D;45.0
1558061952565;010D;45.0
1558061952781;010D;45.0
1558061953050;010D;45.0
1558061953174;gps;43.53720499999999:-96.71126833333334:12.790239:1558061954000:438.8:1.6:12.403261
1558061953265;010D;44.0
1558061953617;010D;44.0
1558061953845;010D;45.0
1558061954042;gps;43.53731500000001:-96.71127:12.23218:1558061955000:438.4:1.5:12.246786
1558061954045;010D;45.0
1558061954364;010D;45.0
1558061954750;010D;46.0
1558061955128;gps;43.53742666666667:-96.71127333333334:12.419674:1558061956000:437.9:1.5:12.591135
1558061955130;010D;47.0
1558061955368;010D;47.0
1558061955692;010D;48.0
1558061955931;010D;48.0
1558061956060;gps;43.53754333333333:-96.71127499999999:12.973437:1558061957000:437.7:1.5:13.301967
1558061956212;010D;49.0
1558061956494;010D;49.0
1558061956922;010D;49.0
1558061957136;gps;43.53766333333333:-96.71127833333334:13.346096:1558061958000:436.6:1.5:13.828527
1558061957285;010D;50.0
1558061957621;010D;50.0
1558061957905;010D;50.0
1558061958127;gps;43.537789999999994:-96.71127999999999:14.085331:1558061959000:436.1:1.5:14.106477
1558061958258;010D;51.0
1558061958533;010D;51.0
1558061958827;010D;51.0
1558061959120;gps;43.53792166666667:-96.71128333333333:14.64313:1558061960000:435.6:1.6:14.612964
1558061959147;010D;52.0
1558061959485;010D;52.0
1558061959964;010D;53.0
1558061960104;gps;43.538058333333325:-96.71128166666668:15.197234:1558061961000:434.8:1.6:14.766866
1558061960255;010D;53.0
1558061960525;010D;53.0
1558061960908;010D;53.0
1558061961062;gps;43.538198333333334:-96.71128333333333:15.567869:1558061962000:434.4:1.6:15.115848
1558061961216;010D;53.0
1558061961456;010D;53.0
1558061961788;010D;53.0
1558061962031;010D;53.0
1558061962322;gps;43.53833666666666:-96.71128500000002:15.382551:1558061963000:433.9:1.6:15.17504
1558061962458;010D;53.0
1558061962754;010D;53.0
1558061963058;010D;53.0
1558061963142;gps;43.53847333333333:-96.71128666666667:15.197234:1558061964000:433.5:1.5:15.284677
1558061963288;010D;53.0
1558061963701;010D;52.0
1558061964062;gps;43.538605000000004:-96.71128833333333:14.641282:1558061965000:432.6:1.5:15.349016
1558061964064;010D;52.0
1558061964359;010D;52.0
1558061965105;gps;43.538736666666665:-96.71128833333333:14.640665:1558061966000:432.1:1.5:14.3087635
1558061965107;010D;52.0
1558061965553;010D;51.0
1558061965943;010D;51.0
1558061966079;gps;43.538865:-96.71129:14.270648:1558061967000:431.7:1.5:14.071991
1558061966217;010D;50.0
1558061966697;010D;50.0
1558061967056;010D;50.0
1558061967234;gps;43.53899166666667:-96.71129333333334:14.087254:1558061968000:432.0:1.5:13.851689
1558061967383;010D;49.0
1558061967695;010D;49.0
1558061967896;010D;49.0
1558061968049;gps;43.53911333333334:-96.71129333333334:13.528716:1558061969000:431.9:1.5:13.708082
1558061968326;010D;49.0
1558061968641;010D;49.0
1558061969052;010D;48.0
1558061969224;gps;43.53923666666666:-96.711295:13.714699:1558061970000:432.9:1.5:13.617491
1558061969580;010D;48.0
1558061969961;010D;48.0
1558061970049;gps;43.53935833333333:-96.711295:13.528716:1558061971000:433.0:1.5:13.470281
1558061970298;010D;48.0
1558061970460;010D;48.0
1558061970872;010D;48.0
1558061971244;gps;43.539480000000005:-96.711295:13.528716:1558061972000:433.2:1.4:13.380719
1558061971249;010D;48.0
1558061971518;010D;48.0
1558061971746;010D;47.0
1558061972047;gps;43.5396:-96.71129666666666:13.344068:1558061973000:433.2:1.4:13.353953
1558061972051;010D;48.0
1558061972324;010D;48.0
1558061972716;010D;48.0
1558061973045;010D;48.0
1558061973148;gps;43.53972:-96.71129666666666:13.343391:1558061974000:433.0:1.4:13.350865
1558061973285;010D;48.0
1558061973708;010D;48.0
1558061973920;010D;48.0
1558061974198;gps;43.539840000000005:-96.711295:13.344068:1558061975000:432.7:1.4:13.351894
1558061974200;010D;48.0
1558061974457;010D;48.0
1558061974709;010D;48.0
1558061974968;010D;48.0
1558061975117;gps;43.53996166666668:-96.71129666666666:13.529383:1558061976000:433.0:1.4:13.355497
1558061975364;010D;48.0
1558061975874;010D;48.0
1558061976165;gps;43.54008333333333:-96.71129833333335:13.529383:1558061977000:433.0:1.4:13.356527
1558061976169;010D;48.0
1558061976462;010D;48.0
1558061976727;010D;48.0
1558061977046;010D;48.0
1558061977166;gps;43.54020333333333:-96.71129833333335:13.343391:1558061978000:432.9:1.4:13.354982
1558061977421;010D;48.0
1558061977858;010D;48.0
1558061978066;gps;43.540323333333326:-96.7113:13.344068:1558061979000:432.8:1.4:13.365277
1558061978079;010D;48.0
1558061978441;010D;48.0
1558061978715;010D;48.0
1558061979172;gps;43.54044333333333:-96.71130166666666:13.344068:1558061980000:432.6:1.4:13.569107
1558061979176;010D;49.0
1558061979389;010D;49.0
1558061979791;010D;49.0
1558061980150;gps;43.54056666666667:-96.71130166666666:13.714041:1558061981000:432.6:1.3:13.596902
1558061980294;010D;49.0
1558061980566;010D;49.0
1558061980849;010D;49.0
1558061981140;gps;43.54068833333334:-96.71130166666666:13.528716:1558061982000:433.0:1.3:13.678743
1558061981146;010D;49.0
1558061981403;010D;49.0
1558061981743;010D;49.0
1558061981957;010D;49.0
1558061982085;gps;43.54081333333333:-96.71130333333333:13.900015:1558061983000:433.2:1.3:13.780144
1558061982292;010D;49.0
1558061982823;010D;50.0
1558061983230;gps;43.54093666666666:-96.71130166666666:13.714699:1558061984000:432.7:1.3:13.910368
1558061983254;010D;50.0
1558061983587;010D;50.0
1558061983860;010D;50.0
1558061984130;gps;43.54106166666667:-96.71130166666666:13.899365:1558061985000:432.5:1.3:13.946914
1558061984180;010D;50.0
1558061984370;010D;50.0
1558061984622;010D;50.0
1558061984818;010D;50.0
1558061985251;gps;43.54118666666667:-96.71130166666666:13.899365:1558061986000:432.3:1.3:13.971106
1558061985276;010D;50.0
1558061985598;010D;51.0
1558061985844;010D;51.0
1558061986166;gps;43.541315000000004:-96.71130333333333:14.270648:1558061987000:432.3:1.3:14.291778
1558061986197;010D;52.0
1558061986426;010D;52.0
1558061986722;010D;52.0
1558061987005;010D;53.0
1558061987206;gps;43.541445:-96.71130333333333:14.45534:1558061988000:432.0:1.3:14.64745
1558061987356;010D;53.0
1558061987567;010D;53.0
1558061987751;010D;53.0
1558061988135;gps;43.541576666666664:-96.711305:14.641282:1558061989000:431.9:1.3:14.834809
1558061988139;010D;53.0
1558061988556;010D;53.0
1558061988889;010D;53.0
1558061989197;gps;43.541709999999995:-96.71130666666667:14.826599:1558061990000:431.9:1.3:14.858486
1558061989209;010D;53.0
1558061989525;010D;53.0
1558061989891;010D;54.0
1558061990229;gps;43.541843333333325:-96.71130833333333:14.826599:1558061991000:431.8:1.3:14.942386
1558061990242;010D;54.0
1558061990618;010D;54.0
1558061990905;010D;54.0
1558061991103;gps;43.54197666666667:-96.71130999999998:14.826599:1558061992000:432.2:1.3:14.9727545
1558061991376;010D;53.0
1558061991671;010D;53.0
1558061992008;010D;54.0
1558061992108;gps;43.54211166666667:-96.71131333333332:15.01372:1558061993000:432.8:1.3:14.985108
1558061992247;010D;54.0
1558061992529;010D;54.0
1558061992981;010D;55.0
1558061993076;gps;43.542248333333326:-96.71131333333332:15.19664:1558061994000:433.0:1.3:15.044816
1558061993187;010D;55.0
1558061993649;010D;56.0
1558061993879;010D;56.0
1558061994067;gps;43.542384999999996:-96.71131166666667:15.197234:1558061995000:432.6:1.3:15.592481
1558061994404;010D;57.0
1558061994664;010D;57.0
1558061994834;010D;57.0
1558061995030;gps;43.54252833333333:-96.71131333333332:15.938505:1558061996000:432.3:1.3:16.015068
1558061995033;010D;57.0
1558061995284;010D;57.0
1558061995503;010D;57.0
1558061995691;010D;57.0
1558061995895;010D;57.0
1558061996103;gps;43.54267166666667:-96.71131500000001:15.938505:1558061997000:432.0:1.3:16.011465
1558061996111;010D;57.0
1558061996298;010D;56.0
1558061996487;010D;56.0
1558061996740;010D;55.0
1558061996906;010D;55.0
1558061997033;gps;43.542815000000004:-96.71131666666666:15.938505:1558061998000:431.8:1.3:15.539464
1558061997151;010D;54.0
1558061997398;010D;53.0
1558061997604;010D;52.0
1558061997816;010D;51.0
1558061998035;010D;49.0
1558061998177;gps;43.542950000000005:-96.71132000000001:15.01372:1558061999000:431.3:1.3:14.42612
1558061998264;010D;49.0
1558061998477;010D;48.0
1558061998658;010D;48.0
1558061998838;010D;47.0
1558061999108;gps;43.543075:-96.71132333333335:13.901962:1558062000000:430.8:1.3:13.382778
1558061999124;010D;47.0
1558061999388;010D;47.0
1558061999642;010D;47.0
1558062000151;gps;43.543195:-96.711325:13.344068:1558062001000:430.5:1.3:13.209831
1558062000153;010D;47.0
1558062000385;010D;47.0
1558062000797;010D;48.0
1558062001109;gps;43.543315:-96.71132666666666:13.344068:1558062002000:430.5:1.3:13.742569
1558062001113;010D;49.0
1558062001358;010D;50.0
1558062001652;010D;50.0
1558062001964;010D;51.0
1558062002201;gps;43.543441666666666:-96.71132833333334:14.085331:1558062003000:430.4:1.3:14.429723
1558062002325;010D;52.0
1558062002595;010D;52.0
1558062002956;010D;53.0
1558062003221;gps;43.54357333333334:-96.71133:14.641281:1558062004000:430.5:1.4:14.598037
1558062003230;010D;53.0
1558062003445;010D;54.0
1558062003671;010D;54.0
1558062004015;010D;54.0
1558062004111;gps;43.54370833333334:-96.71133166666665:15.011916:1558062005000:430.7:1.4:14.363323
1558062004256;010D;55.0
1558062004604;010D;55.0
1558062004905;010D;55.0
1558062005229;gps;43.543845:-96.71133166666665:15.19664:1558062006000:430.9:1.4:15.345413
1558062005231;010D;55.0
1558062005546;010D;56.0
1558062005921;010D;55.0
1558062006066;gps;43.54398333333334:-96.71133333333334:15.382551:1558062007000:431.4:1.4:15.490565
1558062006223;010D;56.0
1558062006489;010D;56.0
1558062006835;010D;56.0
1558062007177;gps;43.54412333333333:-96.71133499999999:15.567869:1558062008000:432.3:1.4:15.527625
1558062007187;010D;56.0
1558062007468;010D;56.0
1558062007747;010D;55.0
1558062008128;gps;43.54426166666667:-96.71133333333334:15.382551:1558062009000:432.7:1.4:15.52711
1558062008146;010D;55.0
1558062008427;010D;55.0
1558062008716;010D;55.0
1558062009112;gps;43.544399999999996:-96.71133499999999:15.382551:1558062010000:433.1:1.4:15.523507
1558062009134;010D;55.0
1558062009415;010D;55.0
1558062009619;010D;55.0
1558062009883;010D;55.0
1558062010095;gps;43.544540000000005:-96.71133499999999:15.567289:1558062011000:433.6:1.3:15.515272
1558062010101;010D;56.0
1558062010387;010D;56.0
1558062010883;010D;56.0
1558062011371;gps;43.54467833333333:-96.71133499999999:15.381965:1558062012000:433.7:1.3:15.538949
1558062011375;010D;56.0
1558062011578;010D;56.0
1558062011863;010D;56.0
1558062012166;gps;43.544818333333325:-96.71133666666668:15.567869:1558062013000:433.8:1.3:15.644467
1558062012188;010D;56.0
1558062012448;010D;56.0
1558062012689;010D;56.0
1558062013048;010D;56.0
1558062013278;gps;43.544956666666664:-96.71133333333334:15.384311:1558062014000:433.8:1.3:15.6254225
1558062013551;010D;56.0
1558062013877;010D;55.0
1558062014134;gps;43.54509500000001:-96.71133333333334:15.381965:1558062015000:434.3:1.3:15.501374
1558062014139;010D;55.0
1558062014482;010D;55.0
1558062014775;010D;55.0
1558062014991;010D;55.0
1558062015125;gps;43.545233333333336:-96.71133166666665:15.382551:1558062016000:435.2:1.3:15.464314
1558062015336;010D;55.0
1558062015589;010D;55.0
1558062016008;010D;55.0
1558062016251;gps;43.54537333333333:-96.71133:15.567869:1558062017000:436.4:1.3:15.425711
1558062016425;010D;55.0
1558062016706;010D;56.0
1558062017038;gps;43.54551333333334:-96.71133166666665:15.567869:1558062018000:437.3:1.3:15.51939
1558062017044;010D;56.0
1558062017267;010D;56.0
1558062017684;010D;56.0
1558062018048;gps;43.545651666666664:-96.71133:15.382551:1558062019000:438.1:1.3:15.534317
1558062018058;010D;56.0
1558062018457;010D;56.0
1558062018758;010D;56.0
1558062018985;010D;56.0
1558062019117;gps;43.54579166666667:-96.71133166666665:15.567869:1558062020000:439.1:1.3:15.516816
1558062019251;010D;55.0
1558062019498;010D;54.0
1558062019854;010D;54.0
1558062020040;gps;43.54592833333333:-96.71133:15.197233:1558062021000:440.1:1.3:15.038124
1558062020044;010D;53.0
1558062020216;010D;52.0
1558062020495;010D;51.0
1558062020699;010D;50.0
1558062020909;010D;50.0
1558062021081;gps;43.546058333333335:-96.71133:14.45534:1558062022000:441.4:1.3:14.052431
1558062021085;010D;49.0
1558062021367;010D;48.0
1558062021666;010D;47.0
1558062021984;010D;46.0
1558062022055;gps;43.54618000000001:-96.71133:13.528716:1558062023000:442.6:1.3:13.031737
1558062022195;010D;44.0
1558062022475;010D;43.0
1558062022742;010D;42.0
1558062023122;gps;43.54629:-96.71133166666665:12.23218:1558062024000:443.5:1.3:11.675445
1558062023130;010D;40.0
1558062023405;010D;37.0
1558062023791;010D;34.0
1558062024075;gps;43.54638333333334:-96.71133:10.379063:1558062025000:444.3:1.3:9.466771
1558062024081;010D;30.0
1558062024327;010D;27.0
1558062024576;010D;24.0
1558062024880;010D;21.0
1558062025082;gps;43.54645000000001:-96.71133:7.4129953:1558062026000:444.2:1.3:6.4849854
1558062025228;010D;18.0
1558062025419;010D;17.0
1558062025685;010D;14.0
1558062025986;010D;12.0
1558062026123;gps;43.54649500000001:-96.71133:5.003772:1558062027000:444.6:1.3:4.1301312
1558062026264;010D;10.0
1558062026426;010D;9.0
1558062026603;010D;7.0
1558062026887;010D;5.0
1558062027038;gps;43.54651833333334:-96.71132833333334:2.5980232:1558062028000:444.8:1.3:1.8921189
1558062027181;010D;3.0
1558062027616;010D;2.0
1558062027745;010D;1.0
1558062027960;010D;0.0
1558062028047;gps;43.546525:-96.71132833333334:0.7412995:1558062029000:444.7:1.3:0.0
1558062028193;010D;0.0
1558062028380;010D;0.0
1558062028567;010D;0.0
1558062028823;010D;0.0
1558062029085;gps;43.54652666666666:-96.71132833333334:0.18532488:1558062030000:444.8:1.3:0.0
1558062029087;010D;0.0
1558062029411;010D;0.0
1558062029735;010D;0.0
1558062029970;010D;0.0
1558062030048;gps;43.546525:-96.71132833333334:0.18532488:1558062031000:444.8:1.3:0.0
1558062030146;010D;0.0
1558062030344;010D;0.0
1558062030948;010D;0.0
1558062031030;gps;43.546525:-96.71132833333334:0.0:1558062032000:444.8:1.3:0.0
1558062031329;010D;0.0
1558062031585;010D;0.0
1558062031825;010D;0.0
1558062032023;010D;0.0
1558062032156;gps;43.546525:-96.71132833333334:0.0:1558062033000:444.8:1.3:0.0
1558062032358;010D;0.0
1558062032679;010D;0.0
1558062032927;010D;0.0
1558062033043;gps;43.546525:-96.71132833333334:0.0:1558062034000:444.8:1.0:0.0
1558062033158;010D;0.0
1558062033437;010D;0.0
1558062033672;010D;0.0
1558062033904;010D;0.0
1558062034160;gps;43.546525:-96.71132833333334:0.0:1558062035000:444.8:0.9:0.0
1558062034164;010D;0.0
1558062034375;010D;0.0
1558062034611;010D;0.0
1558062034821;010D;0.0
1558062035056;gps;43.546525:-96.71132833333334:0.0:1558062036000:444.8:0.9:0.0
1558062035062;010D;0.0
1558062035275;010D;0.0
1558062035490;010D;0.0
1558062035714;010D;0.0
1558062035941;010D;0.0
1558062036038;gps;43.546525:-96.71132833333334:0.0:1558062037000:444.8:0.8:0.0
1558062036179;010D;0.0
1558062036466;010D;0.0
1558062036635;010D;0.0
1558062036840;010D;0.0
1558062037090;gps;43.546525:-96.71132833333334:0.0:1558062038000:444.8:0.8:0.0
1558062037100;010D;0.0
1558062037330;010D;0.0
1558062037581;010D;0.0
1558062037844;010D;0.0
1558062038030;010D;0.0
1558062038140;gps;43.546525:-96.71132833333334:0.0:1558062039000:444.8:0.8:0.0
1558062038264;010D;0.0
1558062038464;010D;0.0
1558062038671;010D;0.0
1558062038872;010D;0.0
1558062039143;gps;43.546525:-96.71132833333334:0.0:1558062040000:444.8:0.8:0.0
1558062039156;010D;0.0
1558062039441;010D;0.0
1558062039680;010D;0.0
1558062039904;010D;0.0
1558062040321;gps;43.546525:-96.71132833333334:0.0:1558062041000:444.8:0.8:0.0
1558062040327;010D;0.0
1558062040569;010D;0.0
1558062040858;010D;0.0
1558062041130;gps;43.546525:-96.71132833333334:0.0:1558062042000:444.8:0.8:0.0
1558062041135;010D;0.0
1558062041384;010D;0.0
1558062041563;010D;0.0
1558062041817;010D;0.0
1558062042049;010D;0.0
1558062042150;gps;43.546525:-96.71132833333334:0.0:1558062043000:444.8:0.8:0.0
1558062042319;010D;0.0
1558062042761;010D;0.0
1558062043094;gps;43.546525:-96.71132833333334:0.0:1558062044000:444.8:0.8:0.0
1558062043099;010D;0.0
1558062043329;010D;0.0
1558062043604;010D;0.0
1558062043804;010D;0.0
1558062043974;010D;0.0
1558062044125;gps;43.546525:-96.71132833333334:0.0:1558062045000:444.8:0.8:0.0
1558062044226;010D;0.0
1558062044450;010D;0.0
1558062044625;010D;0.0
1558062044851;010D;0.0
1558062045084;gps;43.546525:-96.71132833333334:0.0:1558062046000:444.8:0.8:0.0
1558062045099;010D;0.0
1558062045242;010D;0.0
1558062045481;010D;0.0
1558062045711;010D;0.0
1558062045958;010D;0.0
1558062046043;gps;43.546525:-96.71132833333334:0.0:1558062047000:444.8:0.8:0.0
1558062046140;010D;0.0
1558062046467;010D;0.0
1558062046720;010D;0.0
1558062046967;010D;0.0
1558062047069;gps;43.546525:-96.71132833333334:0.0:1558062048000:444.8:0.8:0.0
1558062047195;010D;0.0
1558062047479;010D;0.0
1558062047702;010D;0.0
1558062047972;010D;0.0
1558062048090;gps;43.546525:-96.71132833333334:0.0:1558062049000:444.8:0.8:0.0
1558062048248;010D;0.0
1558062048439;010D;0.0
1558062048612;010D;0.0
1558062048851;010D;0.0
1558062049054;010D;0.0
1558062049055;gps;43.546525:-96.71132833333334:0.0:1558062050000:444.8:0.8:0.0
1558062049301;010D;0.0
1558062049543;010D;0.0
1558062049736;010D;0.0
1558062049921;010D;0.0
1558062050040;gps;43.546525:-96.71132833333334:0.0:1558062051000:444.8:0.8:0.0
1558062050184;010D;0.0
1558062050431;010D;0.0
1558062050691;010D;0.0
1558062050971;010D;0.0
1558062051156;010D;0.0
1558062051157;gps;43.546525:-96.71132833333334:0.0:1558062052000:444.8:0.8:0.0
1558062051461;010D;0.0
1558062051662;010D;0.0
1558062051919;010D;0.0
1558062052083;gps;43.546525:-96.71132833333334:0.0:1558062053000:444.8:0.8:0.0
1558062052196;010D;0.0
1558062052365;010D;0.0
1558062052617;010D;0.0
1558062052810;010D;0.0
1558062053120;010D;0.0
1558062053124;gps;43.546525:-96.71132833333334:0.0:1558062054000:444.8:0.8:0.0
1558062053360;010D;0.0
1558062053557;010D;0.0
1558062053788;010D;0.0
1558062054056;010D;0.0
1558062054057;gps;43.546525:-96.71132833333334:0.0:1558062055000:444.8:0.8:0.0
1558062054296;010D;0.0
1558062054544;010D;0.0
1558062054809;010D;0.0
1558062055031;010D;0.0
1558062055235;gps;43.546525:-96.71132833333334:0.0:1558062056000:444.8:0.8:0.0
1558062055360;010D;0.0
1558062055580;010D;0.0
1558062055785;010D;0.0
1558062056021;010D;0.0
1558062056161;gps;43.546525:-96.71132833333334:0.0:1558062057000:444.8:0.9:0.0
1558062056251;010D;0.0
1558062056455;010D;0.0
1558062056699;010D;0.0
1558062056879;010D;0.0
1558062057063;gps;43.546525:-96.71132833333334:0.0:1558062058000:444.8:0.9:0.0
1558062057188;010D;0.0
1558062057436;010D;0.0
1558062057646;010D;0.0
1558062057850;010D;0.0
1558062058075;010D;0.0
1558062058076;gps;43.546525:-96.71132833333334:0.0:1558062059000:444.8:0.9:0.0
1558062058301;010D;0.0
1558062058495;010D;0.0
1558062058791;010D;0.0
1558062059017;010D;0.0
1558062059144;gps;43.546525:-96.71132833333334:0.0:1558062060000:444.8:0.9:0.0
1558062059248;010D;0.0
1558062059547;010D;0.0
1558062059817;010D;0.0
1558062059998;010D;0.0
1558062060108;gps;43.546525:-96.71132833333334:0.0:1558062061000:444.8:0.9:0.0
1558062060214;010D;0.0
1558062060417;010D;0.0
1558062060631;010D;0.0
1558062060922;010D;0.0
1558062061102;010D;0.0
1558062061227;gps;43.546525:-96.71132833333334:0.0:1558062062000:444.8:0.9:0.0
1558062061309;010D;0.0
1558062061535;010D;0.0
1558062061722;010D;0.0
1558062061937;010D;0.0
1558062062078;gps;43.546525:-96.71132833333334:0.0:1558062063000:444.8:0.9:0.0
1558062062186;010D;0.0
1558062062490;010D;0.0
1558062062681;010D;0.0
1558062062880;010D;0.0
1558062063130;010D;0.0
1558062063131;gps;43.546525:-96.71132833333334:0.0:1558062064000:444.8:0.9:0.0
1558062063471;010D;0.0
1558062063725;010D;0.0
1558062063947;010D;0.0
1558062064090;gps;43.546525:-96.71132833333334:0.0:1558062065000:444.8:0.9:0.0
1558062064212;010D;0.0
1558062064536;010D;0.0
1558062064820;010D;0.0
1558062065036;010D;0.0
1558062065157;gps;43.546525:-96.71132833333334:0.0:1558062066000:444.8:1.0:0.0
1558062065385;010D;0.0
1558062065748;010D;0.0
1558062065999;010D;0.0
1558062066169;gps;43.546525:-96.71132833333334:0.0:1558062067000:444.8:1.0:0.0
1558062066301;010D;0.0
1558062066576;010D;0.0
1558062066826;010D;0.0
1558062067158;gps;43.546525:-96.71132833333334:0.0:1558062068000:444.8:1.0:0.0
