gps:true;id=latitude,type=0;id=longitude,type=0;id=speed,type=1;id=time,type=0;id=altitude,type=0;id=accuracy,type=0
cmdDesc:010D=Vehicle speed (Speed);UnitType=MPH;Unit=1
1558061129720;010D;48.0
1558061130074;010D;48.0
1558061130076;gps;43.50615166666667:-96.77091:13.164244:1558061131000:432.4:1.7:13.091445
1558061130326;010D;47.0
1558061130543;010D;47.0
1558061130790;010D;47.0
1558061131070;010D;47.0
1558061131070;gps;43.50626833333334:-96.770915:12.979008:1558061132000:431.5:1.7:13.096078
1558061131379;010D;47.0
1558061131575;010D;47.0
1558061131845;010D;47.0
1558061132166;010D;47.0
1558061132167;gps;43.50638833333334:-96.77091833333334:13.346099:1558061133000:430.8:1.7:13.19336
1558061132367;010D;47.0
1558061132617;010D;47.0
1558061132778;010D;47.0
1558061133008;010D;47.0
1558061133107;gps;43.50650833333334:-96.77092333333333:13.349483:1558061134000:430.6:1.7:13.087842
1558061133409;010D;46.0
1558061133617;010D;46.0
1558061133869;010D;46.0
1558061134145;010D;46.0
1558061134162;gps;43.50662833333334:-96.77092833333333:13.349483:1558061135000:430.3:1.7:12.919013
1558061134438;010D;46.0
1558061134669;010D;45.0
1558061134856;010D;45.0
1558061135103;010D;45.0
1558061135105;gps;43.50674333333333:-96.77092666666667:12.788123:1558061136000:429.6:1.7:12.593709
1558061135419;010D;45.0
1558061135698;010D;45.0
1558061135957;010D;45.0
1558061136063;gps;43.50686:-96.77092166666668:12.979007:1558061137000:430.0:1.7:12.575178
1558061136158;010D;45.0
1558061136311;010D;45.0
1558061136620;010D;45.0
1558061137033;010D;45.0
1558061137049;gps;43.50697333333333:-96.77091666666665:12.6085415:1558061138000:430.1:1.7:12.458852
1558061137257;010D;44.0
1558061137497;010D;44.0
1558061138077;010D;44.0
1558061138084;gps;43.507083333333334:-96.77090833333332:12.249892:1558061139000:430.2:1.7:12.274066
1558061138656;010D;43.0
1558061139201;gps;43.507191666666664:-96.77090166666667:12.058109:1558061140000:430.2:1.7:12.007955
1558061139408;010D;42.0
1558061139796;010D;40.0
1558061140262;gps;43.507295000000006:-96.77089833333334:11.493287:1558061141000:430.3:1.7:11.33161
1558061140279;010D;38.0
1558061140567;010D;35.0
1558061141058;010D;32.0
1558061141492;gps;43.50739:-96.77089833333334:10.563518:1558061142000:430.9:1.8:9.787443
1558061141716;010D;27.0
1558061141936;010D;24.0
1558061142061;gps;43.507465:-96.77089833333334:8.33962:1558061143000:431.0:1.8:7.774879
1558061142154;010D;22.0
1558061142722;010D;21.0
1558061143116;010D;19.0
1558061143117;gps;43.50751666666667:-96.77089166666669:5.7701745:1558061144000:430.9:1.7:6.304318
1558061143318;010D;18.0
1558061143709;010D;18.0
1558061144015;010D;19.0
1558061144187;gps;43.50754666666667:-96.77085833333334:4.284231:1558061145000:430.8:1.8:4.665957
1558061144370;010D;20.0
1558061145676;010D;24.0
1558061145676;gps;43.507553333333334:-96.77080666666667:4.2322335:1558061146000:430.5:1.8:5.212077
1558061146165;010D;30.0
1558061146177;gps;43.50756500000001:-96.77073333333334:6.054783:1558061147000:430.7:1.9:6.292994
1558061146504;010D;33.0
1558061146929;010D;35.0
1558061147181;010D;37.0
1558061147184;gps;43.50756:-96.77061666666665:9.425327:1558061148000:430.9:1.9:8.982932
1558061147528;010D;39.0
1558061148060;010D;41.0
1558061148285;gps;43.507553333333334:-96.77048:11.046774:1558061149000:430.9:1.9:10.85961
1558061148537;010D;44.0
1558061148765;010D;45.0
1558061149254;010D;46.0
1558061149262;gps;43.50754666666667:-96.77032166666667:12.790745:1558061150000:430.5:1.8:12.530397
1558061149542;010D;48.0
1558061149747;010D;49.0
1558061150098;010D;50.0
1558061150100;gps;43.50754666666667:-96.77015000000002:13.844551:1558061151000:429.9:1.8:13.791468
1558061150817;010D;52.0
1558061151139;010D;52.0
1558061151140;gps;43.507545:-96.76996666666668:14.786604:1558061152000:429.5:1.8:14.402443
1558061151649;010D;52.0
1558061151996;010D;52.0
1558061152227;gps;43.507545:-96.76978:15.054269:1558061153000:429.2:1.8:14.751424
1558061152483;010D;53.0
1558061152797;010D;53.0
1558061153049;010D;53.0
1558061153051;gps;43.507543333333324:-96.76959000000001:15.324216:1558061154000:429.1:1.8:14.774587
1558061153286;010D;53.0
1558061154313;010D;53.0
1558061154322;gps;43.507543333333324:-96.7694:15.323095:1558061155000:429.2:1.7:14.785396
1558061154676;010D;53.0
1558061155140;010D;53.0
1558061155167;gps;43.50754833333334:-96.76921333333333:15.064531:1558061156000:429.2:1.7:14.772528
1558061155428;010D;53.0
1558061155806;010D;53.0
1558061156220;010D;53.0
1558061156221;gps;43.507551666666664:-96.76902666666668:15.05883:1558061157000:429.0:1.7:14.905841
1558061156882;010D;53.0
1558061157161;gps;43.50755000000001:-96.76883333333332:15.593021:1558061158000:429.4:1.7:14.866207
1558061157652;010D;53.0
1558061158155;gps;43.50754833333334:-96.76864500000002:15.189812:1558061159000:429.6:1.7:14.766351
1558061158160;010D;53.0
1558061158560;010D;53.0
1558061159005;010D;53.0
1558061159168;gps;43.50754666666667:-96.76846333333333:14.652201:1558061160000:429.1:1.7:14.869295
1558061159337;010D;53.0
1558061159698;010D;53.0
1558061160026;010D;53.0
1558061160227;gps;43.507545:-96.76827999999999:14.786604:1558061161000:428.4:1.7:14.846133
1558061160841;010D;53.0
1558061161112;gps;43.507543333333324:-96.76809666666668:14.786605:1558061162000:428.5:1.7:14.83275
1558061161119;010D;53.0
1558061161579;010D;53.0
1558061161960;010D;53.0
1558061162307;gps;43.507543333333324:-96.76791333333334:14.785443:1558061163000:428.3:1.7:14.688628
1558061162499;010D;53.0
1558061162849;010D;53.0
1558061163102;gps;43.507545:-96.76773:14.786605:1558061164000:427.7:1.7:14.67576
1558061163567;010D;53.0
1558061164005;010D;53.0
1558061164203;gps;43.507545:-96.767545:14.919856:1558061165000:427.6:1.7:14.694805
1558061164839;010D;53.0
1558061165356;010D;53.0
1558061165357;gps;43.507545:-96.76736000000001:14.919856:1558061166000:427.7:1.7:14.722085
1558061165930;010D;52.0
1558061166304;gps;43.507545:-96.76717833333332:14.65103:1558061167000:428.0:1.7:14.6562
1558061166629;010D;51.0
1558061167082;gps;43.507543333333324:-96.76700000000001:14.383398:1558061168000:427.9:1.8:14.235673
1558061167226;010D;50.0
1558061167478;010D;50.0
1558061168004;010D;50.0
1558061168305;gps;43.507545:-96.76682333333335:14.248996:1558061169000:428.0:1.8:13.855807
1558061168422;010D;49.0
1558061168794;010D;48.0
1558061169200;010D;48.0
1558061169201;gps;43.50754666666667:-96.76665333333334:13.7113905:1558061170000:428.4:1.8:13.432706
1558061169597;010D;47.0
1558061169980;010D;45.0
1558061170080;gps;43.50754833333334:-96.76648666666667:13.442589:1558061171000:428.6:1.8:12.986442
1558061170371;010D;44.0
1558061170708;010D;41.0
1558061171403;010D;40.0
1558061171410;gps;43.50755000000001:-96.76633333333332:12.367394:1558061172000:428.9:1.8:11.690886
1558061172316;gps;43.50755000000001:-96.7662:10.753049:1558061173000:429.1:1.8:10.116865
1558061172677;010D;29.0
1558061173059;010D;27.0
1558061173819;gps;43.50755000000001:-96.76609166666667:8.736852:1558061174000:429.3:1.7:8.162465
1558061174204;gps;43.50754666666667:-96.76601000000001:6.5966635:1558061175000:429.7:1.7:5.9486446
1558061174224;010D;19.0
1558061174637;010D;16.0
1558061175130;gps;43.50753833333333:-96.76595666666665:4.3999004:1558061176000:429.7:1.7:4.2140307
1558061175138;010D;14.0
1558061175855;010D;13.0
1558061176384;gps;43.507525:-96.76592333333335:3.069993:1558061177000:430.0:1.7:3.4599628
1558061176401;010D;13.0
1558061177203;010D;12.0
1558061177204;gps;43.5075:-96.76590499999999:3.1486173:1558061178000:429.7:1.7:3.5881286
1558061177463;010D;13.0
1558061178714;010D;16.0
1558061178741;gps;43.50747166666667:-96.76589166666666:3.3289754:1558061179000:430.1:1.8:3.6251886
1558061179121;gps;43.507438333333326:-96.76589333333335:3.708934:1558061180000:430.4:1.8:4.5568357
1558061179555;010D;21.0
1558061180190;010D;26.0
1558061180205;gps;43.50738833333333:-96.76589833333334:5.5743504:1558061181000:430.5:1.9:5.8714366
1558061180602;010D;29.0
1558061181122;010D;31.0
1558061181124;gps;43.50732500000001:-96.76590333333334:7.0538807:1558061182000:431.1:1.9:7.26376
1558061181530;010D;33.0
1558061181958;010D;35.0
1558061182158;gps;43.507245:-96.76590999999999:8.911827:1558061183000:431.9:2.0:8.91293
1558061182554;010D;36.0
1558061183215;010D;37.0
1558061183222;gps;43.507146666666664:-96.765915:10.941601:1558061184000:432.6:2.0:10.61769
1558061183443;010D;37.0
1558061183657;010D;37.0
1558061183866;010D;37.0
1558061184122;010D;37.0
1558061184122;gps;43.507045:-96.76591666666667:11.305616:1558061185000:433.4:1.9:10.60791
1558061184351;010D;37.0
1558061184759;010D;37.0
1558061184960;010D;37.0
1558061185065;gps;43.506944999999995:-96.76591666666667:11.119493:1558061186000:434.1:1.9:10.630043
1558061185204;010D;37.0
1558061185399;010D;37.0
1558061185601;010D;37.0
1558061185834;010D;37.0
1558061186138;gps;43.506845000000006:-96.76591333333333:11.122742:1558061187000:434.8:1.8:10.60894
1558061186273;010D;37.0
1558061186526;010D;37.0
1558061186722;010D;37.0
1558061186957;010D;38.0
1558061187069;gps;43.50675:-96.76590999999999:10.566938:1558061188000:435.6:1.8:10.44114
1558061187186;010D;38.0
1558061187402;010D;38.0
1558061187614;010D;38.0
1558061187810;010D;38.0
1558061188011;010D;38.0
1558061188095;gps;43.50665166666666:-96.76591166666667:10.934994:1558061189000:436.0:1.8:10.612028
1558061188206;010D;38.0
1558061188423;010D;38.0
1558061188657;010D;38.0
1558061188858;010D;38.0
1558061189100;gps;43.50655666666667:-96.76591333333333:10.564373:1558061190000:436.3:1.8:10.424669
1558061189126;010D;38.0
1558061189393;010D;38.0
1558061189517;010D;38.0
1558061190008;010D;38.0
1558061190131;010D;38.0
1558061190143;gps;43.506461666666674:-96.76591833333332:10.571212:1558061191000:436.5:1.8:10.426728
1558061190377;010D;38.0
1558061190618;010D;38.0
1558061190836;010D;38.0
1558061191106;010D;38.0
1558061191128;gps;43.506365:-96.76592000000001:10.749683:1558061192000:436.4:1.7:10.533791
1558061191371;010D;38.0
1558061191585;010D;38.0
1558061191931;010D;38.0
1558061192178;gps;43.50626666666667:-96.765925:10.941601:1558061193000:436.2:1.7:10.651147
1558061192186;010D;38.0
1558061192301;010D;38.0
1558061192517;010D;38.0
1558061192729;010D;38.0
1558061192969;010D;38.0
1558061193089;gps;43.50617166666666:-96.76592666666666:10.564373:1558061194000:436.1:1.7:10.676369
1558061193374;010D;38.0
1558061193509;010D;38.0
1558061193721;010D;38.0
1558061193966;010D;38.0
1558061194115;gps;43.506076666666665:-96.765925:10.564373:1558061195000:435.9:1.7:10.583203
1558061194338;010D;38.0
1558061194557;010D;38.0
1558061194831;010D;38.0
1558061195050;gps;43.50598166666667:-96.76592000000001:10.571212:1558061196000:435.9:1.7:10.462759
1558061195053;010D;38.0
1558061195322;010D;38.0
1558061195577;010D;38.0
1558061195818;010D;38.0
1558061196062;010D;38.0
1558061196129;gps;43.50588666666666:-96.76591666666667:10.566938:1558061197000:435.7:1.7:10.5502615
1558061196251;010D;38.0
1558061196674;010D;38.0
1558061196998;010D;38.0
1558061197116;gps;43.50579166666667:-96.76592000000001:10.566938:1558061198000:435.9:1.7:10.648059
1558061197256;010D;38.0
1558061197481;010D;38.0
1558061197880;010D;38.0
1558061198137;gps;43.50569666666667:-96.76591833333332:10.564373:1558061199000:436.1:1.7:10.490039
1558061198478;010D;38.0
1558061198688;010D;38.0
1558061198883;010D;38.0
1558061199105;gps;43.50560166666667:-96.76591833333332:10.563518:1558061200000:436.3:1.7:10.466362
1558061199187;010D;37.0
1558061199441;010D;37.0
1558061199621;010D;37.0
1558061199846;010D;37.0
1558061200102;010D;37.0
1558061200103;gps;43.50550499999999:-96.76592000000001:10.749683:1558061201000:436.6:1.7:10.564673
1558061200331;010D;37.0
1558061200607;010D;37.0
1558061200812;010D;37.0
1558061201058;010D;37.0
1558061201077;gps;43.50541:-96.765925:10.571212:1558061202000:436.8:1.7:10.5523205
1558061201275;010D;37.0
1558061201463;010D;37.0
1558061201670;010D;37.0
1558061201920;010D;37.0
1558061202110;010D;37.0
1558061202111;gps;43.505315:-96.76593166666667:10.577192:1558061203000:437.0:1.7:10.5538645
1558061202322;010D;37.0
1558061202567;010D;37.0
1558061202777;010D;37.0
1558061203037;010D;37.0
1558061203159;gps;43.505221666666664:-96.76593666666668:10.386024:1558061204000:437.2:1.7:10.556438
1558061203271;010D;37.0
1558061203516;010D;37.0
1558061203779;010D;37.0
1558061204068;gps;43.50512833333334:-96.76594166666668:10.386024:1558061205000:437.5:1.7:10.408712
1558061204201;010D;38.0
1558061204343;010D;37.0
1558061204571;010D;37.0
1558061204796;010D;38.0
1558061205037;010D;38.0
1558061205195;gps;43.505035:-96.76595166666667:10.409484:1558061206000:437.2:1.8:10.57085
1558061205297;010D;38.0
1558061205508;010D;38.0
1558061205723;010D;38.0
1558061205929;010D;37.0
1558061206084;gps;43.504940000000005:-96.765955:10.566938:1558061207000:437.3:1.8:10.5538645
1558061206183;010D;38.0
1558061206382;010D;38.0
1558061206626;010D;38.0
1558061206811;010D;38.0
1558061207015;010D;38.0
1558061207134;gps;43.504846666666666:-96.765955:10.378193:1558061208000:437.2:1.8:10.524011
1558061207220;010D;38.0
1558061207405;010D;38.0
1558061207598;010D;38.0
1558061207793;010D;38.0
1558061208002;010D;38.0
1558061208088;gps;43.50475333333334:-96.765955:10.378193:1558061209000:437.2:1.8:10.494672
1558061208226;010D;38.0
1558061208428;010D;38.0
1558061208624;010D;38.0
1558061208854;010D;38.0
1558061209072;010D;38.0
1558061209075;gps;43.504658333333325:-96.76595333333334:10.564373:1558061210000:437.3:1.8:10.574453
1558061209280;010D;38.0
1558061209498;010D;38.0
1558061209713;010D;38.0
1558061209982;010D;38.0
1558061210088;gps;43.504560000000005:-96.76595333333334:10.934168:1558061211000:437.4:1.7:10.655265
1558061210202;010D;38.0
1558061210643;010D;38.0
1558061210878;010D;38.0
1558061211077;gps;43.50446:-96.76595666666665:11.122742:1558061212000:437.8:1.7:10.662986
1558061211090;010D;38.0
1558061211382;010D;38.0
1558061211771;010D;38.0
1558061212041;010D;38.0
1558061212129;gps;43.50436:-96.76596166666668:11.126802:1558061213000:437.9:1.7:10.8786545
1558061212424;010D;38.0
1558061212696;010D;38.0
1558061212839;010D;38.0
1558061212999;010D;38.0
1558061213104;gps;43.50426000000001:-96.76597333333332:11.159233:1558061214000:438.3:1.6:10.992408
1558061213206;010D;38.0
1558061213426;010D;38.0
1558061213604;010D;38.0
1558061213917;010D;38.0
1558061214126;010D;38.0
1558061214128;gps;43.50416:-96.76598833333334:11.18511:1558061215000:438.9:1.6:10.704164
1558061214334;010D;38.0
1558061214552;010D;38.0
1558061214789;010D;38.0
1558061215077;010D;38.0
1558061215084;gps;43.504061666666665:-96.766005:11.016484:1558061216000:439.9:1.6:10.687693
1558061215309;010D;38.0
1558061215572;010D;38.0
1558061215793;010D;38.0
1558061216060;010D;38.0
1558061216061;gps;43.50396333333333:-96.76602833333332:11.0949335:1558061217000:440.1:1.6:10.77468
1558061216291;010D;38.0
1558061216609;010D;38.0
1558061216811;010D;38.0
1558061217017;010D;38.0
1558061217144;gps;43.503865:-96.76604999999999:11.0729265:1558061218000:439.5:1.6:10.809681
1558061217277;010D;38.0
1558061217485;010D;38.0
1558061217712;010D;38.0
1558061217970;010D;38.0
1558061218082;gps;43.503766666666664:-96.76606333333332:10.986921:1558061219000:439.6:1.6:10.942994
1558061218186;010D;38.0
1558061218555;010D;38.0
1558061218798;010D;38.0
1558061218996;010D;38.0
1558061219158;gps;43.50366999999999:-96.76607166666666:10.769835:1558061220000:439.9:1.6:10.918288
1558061219286;010D;38.0
1558061219516;010D;38.0
1558061219785;010D;38.0
1558061220029;010D;38.0
1558061220138;gps;43.50357333333333:-96.76607166666666:10.748843:1558061221000:440.1:1.7:10.907993
1558061220256;010D;38.0
1558061220503;010D;38.0
1558061220806;010D;38.0
1558061221075;010D;38.0
1558061221076;gps;43.50348333333333:-96.76605333333333:10.116191:1558061222000:440.6:1.7:10.669162
1558061221293;010D;38.0
1558061221697;010D;38.0
1558061221915;010D;38.0
1558061222166;gps;43.503395:-96.76602666666668:10.054935:1558061223000:440.0:1.7:10.371653
1558061222186;010D;38.0
1558061222392;010D;37.0
1558061222597;010D;38.0
1558061222839;010D;38.0
1558061223146;gps;43.50330333333333:-96.76600333333333:10.365142:1558061224000:439.3:1.8:10.371653
1558061223155;010D;38.0
1558061223396;010D;38.0
1558061223658;010D;38.0
1558061223931;010D;38.0
1558061224162;gps;43.50321:-96.76598:10.547441:1558061225000:438.9:1.8:10.522467
1558061224169;010D;38.0
1558061224416;010D;38.0
1558061224656;010D;38.0
1558061224877;010D;38.0
1558061225063;gps;43.50311666666666:-96.76595166666667:10.626805:1558061226000:438.7:1.9:10.554379
1558061225301;010D;38.0
1558061225543;010D;37.0
1558061225781;010D;38.0
1558061226065;gps;43.503024999999994:-96.76592833333333:10.365144:1558061227000:438.7:1.9:10.408712
1558061226068;010D;37.0
1558061226292;010D;38.0
1558061226481;010D;38.0
1558061226728;010D;38.0
1558061227002;010D;37.0
1558061227104;gps;43.502934999999994:-96.76591333333333:10.080405:1558061228000:438.5:1.9:10.530188
1558061227238;010D;37.0
1558061227437;010D;37.0
1558061227949;010D;37.0
1558061228143;gps;43.50284166666667:-96.76590166666668:10.420763:1558061229000:438.5:1.9:10.3865795
1558061228150;010D;38.0
1558061228418;010D;37.0
1558061228708;010D;38.0
1558061228930;010D;38.0
1558061229165;gps;43.50274833333333:-96.76589833333334:10.381675:1558061230000:438.5:1.9:10.37783
1558061229182;010D;38.0
1558061229361;010D;38.0
1558061229566;010D;38.0
1558061229778;010D;38.0
1558061229973;010D;38.0
1558061230091;gps;43.50265666666666:-96.76589666666665:10.193754:1558061231000:438.1:1.9:10.402536
1558061230241;010D;38.0
1558061230381;010D;38.0
1558061230625;010D;38.0
1558061230885;010D;38.0
1558061231043;gps;43.502563333333335:-96.76590166666668:10.386025:1558061232000:437.8:1.9:10.309886
1558061231254;010D;38.0
1558061231530;010D;38.0
1558061231706;010D;38.0
1558061231954;010D;38.0
1558061232133;gps;43.50246666666667:-96.76590833333333:10.762283:1558061233000:437.8:2.0:10.450405
1558061232135;010D;38.0
1558061232379;010D;38.0
1558061232624;010D;38.0
1558061232809;010D;38.0
1558061233023;010D;38.0
1558061233117;gps;43.502375:-96.765915:10.207041:1558061234000:437.8:2.0:10.459155
1558061233231;010D;38.0
1558061233466;010D;38.0
1558061233709;010D;38.0
1558061233989;010D;38.0
1558061234082;gps;43.50228333333333:-96.76592000000001:10.200843:1558061235000:437.7:2.0:10.43136
1558061234193;010D;38.0
1558061234437;010D;38.0
1558061234667;010D;37.0
1558061234939;010D;37.0
1558061235124;gps;43.502188333333336:-96.76592333333335:10.566938:1558061236000:437.6:2.0:10.33099
1558061235127;010D;37.0
1558061235359;010D;37.0
1558061235599;010D;38.0
1558061235862;010D;38.0
1558061236038;gps;43.50209666666667:-96.76593:10.207041:1558061237000:437.5:2.0:10.2187805
1558061236041;010D;38.0
1558061236229;010D;38.0
1558061236470;010D;38.0
1558061236663;010D;38.0
1558061236863;010D;38.0
1558061237063;gps;43.50200333333334:-96.765925:10.386025:1558061238000:438.1:2.0:10.205913
1558061237071;010D;38.0
1558061237303;010D;38.0
1558061237607;010D;38.0
1558061237879;010D;38.0
1558061238082;gps;43.501909999999995:-96.76592000000001:10.386025:1558061239000:438.7:2.0:10.399447
1558061238100;010D;38.0
1558061238314;010D;38.0
1558061238561;010D;38.0
1558061238857;010D;38.0
1558061239231;gps;43.501818333333325:-96.765925:10.200843:1558061240000:438.8:2.0:10.433419
1558061239245;010D;38.0
1558061239712;010D;38.0
1558061239984;010D;37.0
1558061240071;gps;43.50171999999999:-96.765925:10.934168:1558061241000:439.0:2.0:10.638279
1558061240190;010D;37.0
1558061240501;010D;37.0
1558061241152;gps;43.50162666666667:-96.76592666666666:10.379064:1558061242000:439.3:2.0:10.629529
1558061241169;010D;36.0
1558061241808;010D;35.0
1558061242140;gps;43.50153666666667:-96.76592000000001:10.021978:1558061243000:439.8:1.9:9.836857
1558061242430;010D;34.0
1558061242787;010D;33.0
1558061243039;010D;33.0
1558061243213;gps;43.50145333333333:-96.765915:9.275016:1558061244000:440.5:1.9:9.093597
1558061243647;010D;33.0
1558061243867;010D;32.0
1558061244523;gps;43.50137333333334:-96.76590833333333:8.911831:1558061245000:440.9:1.8:8.740498
1558061244750;010D;28.0
1558061244950;010D;25.0
1558061245088;gps;43.50130166666666:-96.76590499999999:7.9735036:1558061246000:441.2:1.8:7.4336185
1558061245447;010D;22.0
1558061245692;010D;19.0
1558061245898;010D;17.0
1558061246126;gps;43.50124000000001:-96.7659:6.8688693:1558061247000:441.5:1.8:6.2142415
1558061246243;010D;14.0
1558061246510;010D;13.0
1558061247106;gps;43.501198333333335:-96.76589:4.7028036:1558061248000:441.2:1.8:4.723091
1558061247257;010D;12.0
1558061247845;010D;11.0
1558061248099;gps;43.50118333333333:-96.76586:2.938856:1558061249000:440.8:1.8:3.2587063
1558061248459;010D;10.0
1558061249055;010D;10.0
1558061249396;gps;43.501178333333336:-96.76582333333333:3.0092065:1558061250000:440.6:1.9:2.7594259
1558061249544;010D;13.0
1558061249770;010D;15.0
1558061250078;gps;43.501180000000005:-96.76577:4.3056636:1558061251000:440.2:1.9:3.8655639
1558061250091;010D;16.0
1558061250971;010D;20.0
1558061251174;gps;43.501189999999994:-96.76569999999998:5.754401:1558061252000:439.6:1.8:5.3134775
1558061251295;010D;21.0
1558061251500;010D;22.0
1558061251747;010D;22.0
1558061252063;010D;23.0
1558061252068;gps;43.501201666666674:-96.76561500000001:6.9774475:1558061253000:439.3:1.8:6.444322
1558061252332;010D;23.0
1558061252956;010D;23.0
1558061253379;gps;43.50121833333333:-96.76552833333332:7.231711:1558061254000:439.2:1.7:7.169051
1558061253701;010D;24.0
1558061254042;gps;43.501234999999994:-96.76544166666666:7.231709:1558061255000:438.9:1.7:7.061989
1558061254583;010D;24.0
1558061255177;010D;25.0
1558061255178;gps;43.50124833333333:-96.76536499999999:6.3589005:1558061256000:438.5:1.7:6.5035152
1558061256619;010D;27.0
1558061256620;gps;43.50124833333333:-96.76527833333333:6.990211:1558061257000:438.2:1.7:6.945147
1558061257280;010D;28.0
1558061257281;gps;43.50124000000001:-96.76518499999999:7.584736:1558061258000:437.8:1.7:7.473767
1558061258001;010D;29.0
1558061258205;gps;43.501223333333336:-96.76508666666665:8.144846:1558061259000:437.4:1.8:7.9890037
1558061258371;010D;30.0
1558061258788;010D;30.0
1558061259197;010D;30.0
1558061259208;gps;43.501205:-96.76498666666666:8.319267:1558061260000:437.1:1.8:7.9946656
1558061259798;010D;31.0
1558061260075;gps;43.501196666666665:-96.76488499999999:8.252251:1558061261000:436.7:1.8:7.99518
1558061260326;010D;31.0
1558061260746;010D;31.0
1558061261031;010D;32.0
1558061261034;gps;43.501189999999994:-96.76477666666666:8.769161:1558061262000:435.9:1.9:8.689541
1558061261543;010D;32.0
1558061262732;gps;43.501191666666664:-96.76466333333335:9.142933:1558061263000:435.0:1.9:8.71888
1558061262926;010D;33.0
1558061263195;010D;33.0
1558061263196;gps;43.501191666666664:-96.764545:9.544335:1558061264000:434.6:2.0:9.281986
1558061263476;010D;33.0
1558061263823;010D;33.0
1558061264069;010D;33.0
1558061264081;gps;43.501188333333324:-96.76442333333334:9.820188:1558061265000:434.1:1.9:9.091538
1558061264681;010D;33.0
1558061265196;010D;33.0
1558061265207;gps;43.501188333333324:-96.7643:9.9476185:1558061266000:434.0:1.9:9.213013
1558061265665;010D;33.0
1558061266073;010D;33.0
1558061266074;gps;43.501189999999994:-96.76417833333335:9.81494:1558061267000:434.0:1.8:9.205292
1558061266730;010D;34.0
1558061267054;010D;34.0
1558061267057;gps;43.501189999999994:-96.76406:9.544336:1558061268000:433.7:1.8:9.443094
1558061267438;010D;34.0
1558061267815;010D;35.0
1558061268095;gps;43.501189999999994:-96.76393833333334:9.81319:1558061269000:433.0:1.8:9.784355
1558061268264;010D;35.0
1558061268631;010D;35.0
1558061269022;010D;36.0
1558061269131;gps;43.501188333333324:-96.76381:10.352559:1558061270000:432.5:1.7:10.092673
1558061269547;010D;36.0
1558061269918;010D;37.0
1558061270224;010D;37.0
1558061270250;gps;43.50118666666667:-96.76367833333333:10.621371:1558061271000:432.3:1.7:10.307827
1558061271424;010D;36.0
1558061271425;gps;43.501189999999994:-96.76354833333335:10.491877:1558061272000:431.8:1.7:10.443199
1558061271709;010D;36.0
1558061272099;010D;36.0
1558061272100;gps;43.50119500000001:-96.76342333333332:10.0973625:1558061273000:431.2:1.7:10.04326
1558061272401;010D;36.0
1558061272752;010D;35.0
1558061273074;010D;35.0
1558061273075;gps;43.50119333333334:-96.76329666666668:10.218152:1558061274000:431.1:1.7:10.032451
1558061273377;010D;35.0
1558061273598;010D;35.0
1558061273800;010D;35.0
1558061274212;gps;43.501189999999994:-96.76317166666668:10.088856:1558061275000:431.2:1.7:9.642806
1558061274463;010D;34.0
1558061274948;010D;34.0
1558061275258;010D;34.0
1558061275268;gps;43.501185:-96.76304833333333:9.963142:1558061276000:431.5:1.7:9.532656
1558061276039;010D;32.0
1558061276206;gps;43.50118166666666:-96.76293:9.551531:1558061277000:431.7:1.7:9.307207
1558061276351;010D;31.0
1558061276618;010D;30.0
1558061276871;010D;29.0
1558061277118;gps;43.50118333333333:-96.76282:8.874136:1558061278000:431.5:1.7:8.34828
1558061277130;010D;28.0
1558061277361;010D;27.0
1558061277691;010D;26.0
1558061278093;gps;43.50118666666667:-96.76272333333333:7.8055873:1558061279000:431.6:1.7:7.0902987
1558061278108;010D;24.0
1558061278555;010D;23.0
1558061279018;010D;20.0
1558061279168;gps;43.501188333333324:-96.76264333333332:6.45517:1558061280000:431.3:1.7:6.084017
1558061279475;010D;17.0
1558061280106;gps;43.501188333333324:-96.76257333333334:5.6459455:1558061281000:431.3:1.7:5.286712
1558061280390;010D;15.0
1558061281091;gps;43.501178333333336:-96.76252500000001:4.053873:1558061282000:430.9:1.8:4.3519764
1558061281104;010D;12.0
1558061281965;010D;13.0
1558061282526;gps;43.50115000000001:-96.762495:3.9724934:1558061283000:431.0:1.9:3.4965081
1558061282749;010D;13.0
1558061283081;gps;43.50111666666667:-96.76251333333333:3.9905741:1558061284000:431.2:1.9:2.840752
1558061283198;010D;14.0
1558061283678;010D;14.0
1558061284134;gps;43.501088333333335:-96.76253833333334:3.7405496:1558061285000:431.5:2.0:3.4815812
1558061284747;010D;17.0
1558061285167;gps;43.501054999999994:-96.76258666666666:5.379185:1558061286000:432.1:1.9:4.757063
1558061285515;010D;21.0
1558061285747;010D;22.0
1558061286157;gps;43.501025:-96.762655:6.4424267:1558061287000:432.2:1.9:5.9471006
1558061286162;010D;24.0
1558061286589;010D;25.0
1558061286955;010D;25.0
1558061287103;gps;43.50099:-96.76274166666666:8.0006075:1558061288000:432.5:1.9:7.060445
1558061287312;010D;24.0
1558061287607;010D;24.0
1558061287914;010D;23.0
1558061288084;gps;43.500953333333335:-96.76282333333332:7.746688:1558061289000:432.8:1.9:6.944632
1558061288265;010D;22.0
1558061288521;010D;21.0
1558061289049;gps;43.50092333333334:-96.762895:6.6738944:1558061290000:433.0:1.8:5.913644
1558061289055;010D;19.0
1558061289595;010D;17.0
1558061290189;010D;17.0
1558061290189;gps;43.5009:-96.76295999999999:5.849569:1558061291000:435.0:1.8:4.810079
1558061290801;010D;16.0
